...1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
34005,3hRV0jL3vUpRrcy398teAU,Lord Huron,Strange Trails,The Night We Met,83,208211,FALSE,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3,folk
34021,5NORWMFC27ywGSZxi8uquP,The Lumineers,Cleopatra,Ophelia,79,160097,FALSE,0.664,0.573,5,-6.519,1,0.0277,0.613,3.63e-4,0.0857,0.566,76.023,4,folk
34025,3u6PxWema1snbjLbFEyjkJ,Seafret,Atlantis,Atlantis - Extra Sped Up Version,78,190758,FALSE,0.471,0.561,11,-7.068,0,0.03,0.0472,1.91e-6,0.122,0.215,99.808,4,folk
34083,1K3LRUEcUz5FMtPYyg0F45,The Lumineers,The Lumineers (Deluxe Edition),Ho Hey,79,163133,FALSE,0.682,0.471,0,-9.182,1,0.0301,0.765,0,0.0908,0.421,79.907,4,folk
34123,2ixsaeFioXJmMgkkbd4uj1,George Ezra,Wanted on Voyage (Expanded Edition),Budapest,79,200733,FALSE,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.812,4,folk
34124,4U45aEWtQhrm8A5mxPaFZ7,Billy Joel,The Stranger (Legacy Edition),Vienna,79,214240,FALSE,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,4,folk
34205,1JO1xLtVc8mWhIoE3YaCL0,The Turtles,Happy Together,Happy Together,76,176293,FALSE,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-5,0.0818,0.588,120.175,4,folk
34251,0UV5zxRMz6AO4ZwUOZNIKI,Dr. Dog,"Shame, Shame (Deluxe Edition)",Where'd All the Time Go?,77,234800,FALSE,0.454,0.82,2,-4.193,1,0.0567,0.132,9.69e-4,0.115,0.575,166.303,4,folk
34332,62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,Sweet Caroline,Sweet Caroline,78,203573,FALSE,0.529,0.127,11,-16.066,1,0.0274,0.611,1.09e-4,0.237,0.578,63.05,4,folk
34382,70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man (Legacy Edition),Piano Man,77,339000,FALSE,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-6,0.192,0.429,177.734,3,folk
34530,4s6LhHAV5SEsOV0lC2tjvJ,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,California Dreamin' - Single Version,78,162373,FALSE,0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,4,folk
34634,3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Blowin' Your Mind!,Brown Eyed Girl,80,183306,FALSE,0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,4,folk
36000,6GyFP1nfCDB8lbD2bG0Hq9,M83,"Hurry up, We're Dreaming",Midnight City,76,243960,FALSE,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-6,0.0658,0.272,105.013,4,french
36004,1MqzIgGsHP4cNjPboevsfq,Indila,Mini World,Tourner Dans Le Vide,78,246093,FALSE,0.594,0.698,6,-8.645,0,0.0428,0.103,0,0.173,0.376,119.991,4,french
36008,65uoaqX5qcjXZRheAj1qQT,Indila,Mini World,Dernière danse,76,213493,FALSE,0.669,0.449,0,-7.658,0,0.0489,0.184,0,0.0729,0.327,114.926,4,french
36010,5ZduaRci3iNUiDfJbBfAaf,Matt Sassari,Give It To Me (Full Vocal Mix),Give It To Me - Full Vocal Mix,79,102860,FALSE,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4,french
36226,0z3bi63SNZ5ylyHOzb81Uq,Gambi,PETETE,PETETE,78,123846,FALSE,0.752,0.669,10,-9.817,0,0.251,0.167,0,0.0795,0.627,155.997,4,french
36241,6PrB4KpvuoYWtwjPC5a44S,Soolking;Niska,Sans visa,Balader,79,176120,FALSE,0.603,0.802,4,-5.089,0,0.111,0.306,5.06e-5,0.124,0.787,130.121,4,french
36278,6OZwia8loN0aPS0vTvsBjR,Alonzo;Ninho;Naps,QUARTIERS NORD,TOUT VA BIEN (feat. Ninho & Naps),79,192960,TRUE,0.66,0.72,3,-5.874,0,0.0753,0.301,0,0.226,0.628,99.937,4,french
36352,6KHsTu4Ht4XYiWcZOOdwbW,Fresh,Chop (Nouvelle École),Chop (Nouvelle École),76,195560,TRUE,0.745,0.801,3,-6.545,0,0.724,0.439,1.13e-6,0.519,0.486,143.011,4,french
36510,3TVUW7bJJWDOonkVCZxfLV,Beendo Z,L'Élu,Pas bête,76,143525,TRUE,0.734,0.532,7,-9.038,0,0.102,0.361,0,0.105,0.491,138.043,4,french
37000,1DIXPcTDzTj8ZMHt3PDt8p,Coolio;L.V.,Gangsta's Paradise,Gangsta's Paradise,89,240693,FALSE,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.386,79.975,4,funk
37050,503OTo2dSqe7qk76rgsbep,Dr. Dre;Snoop Dogg,2001,Still D.R.E.,84,270586,TRUE,0.816,0.775,11,-3.323,1,0.234,0.16,3.1e-4,0.0543,0.527,93.431,4,funk
37051,4LwU4Vp6od3Sb08CsP99GC,Dr. Dre;Snoop Dogg,2001,The Next Episode,81,161506,TRUE,0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,4,funk
37152,0Z2J91b2iTGLVTZC4fKgxf,2Pac;Outlawz,Greatest Hits,Hit 'Em Up - Single Version,81,312626,TRUE,0.916,0.844,7,-3.967,1,0.236,0.0394,0,0.0778,0.586,95.19,4,funk
37200,2qOm7ukLyHUXWyR4ZWLwxA,Ice Cube,The Predator,It Was A Good Day,82,260000,TRUE,0.798,0.744,7,-5.328,0,0.136,0.33,1.06e-4,0.292,0.794,82.356,4,funk
37202,2Ih217RCGAmyQR68Nn7Cqo,Ice Cube,Lethal Injection,You Know How We Do It,79,232773,TRUE,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4,funk
37203,4VQNCzfZ3MdHEwwErNXpBo,2Pac;Big Syke,All Eyez On Me,All Eyez On Me (ft. Big Syke),77,307773,TRUE,0.872,0.723,1,-5.968,1,0.247,0.0293,0,0.327,0.843,93.279,4,funk
37217,5g9lS8deSIxItFBmZRC4vN,2Pac,All Eyez On Me,Ambitionz Az A Ridah,79,278386,TRUE,0.801,0.91,2,-6.566,1,0.225,0.00239,8.91e-4,0.0737,0.805,87.277,4,funk
37218,3ia3dJETSOllPsv3LJkE35,2Pac;Roger;Dr. Dre,Greatest Hits,California Love - Original Version,79,284906,TRUE,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-6,0.371,0.761,91.519,4,funk
37220,7iXF2W9vKmDoGAhlHdpyIa,Dr. Dre;Eminem,2001,Forgot About Dre,80,222293,TRUE,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,4,funk
37401,7tqhbajSfrz2F7E1Z75ASX,Marvin Gaye;Tammi Terrell,United,Ain't No Mountain High Enough,82,151666,FALSE,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,funk
37402,745H5CctFr12Mo7cqa1BMH,The Temptations,The Temptations Sing Smokey,My Girl,79,165000,FALSE,0.572,0.418,0,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566,4,funk
37557,0bRXwKfigvpKZUurwqAlEh,Bill Withers,Menagerie,Lovely Day,76,254560,FALSE,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4,funk
37768,3IV4swNduIRunHREK80owz,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Rollin' (Air Raid Vehicle),76,213760,TRUE,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,4,funk
37900,4m1mqQuy34Nzh0480VR364,MC Kevin o Chris,Incendeia,Incendeia,80,239999,TRUE,0.893,0.461,3,-5.708,0,0.422,0.713,0.0406,0.117,0.864,135.136,4,funk
37908,5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,Significant Other,Break Stuff,77,166706,TRUE,0.432,0.884,8,-6.659,1,0.13,0.0127,5.27e-4,0.166,0.624,108.948,4,funk
38000,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,AM,I Wanna Be Yours,92,183956,FALSE,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,garage
38001,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,Do I Wanna Know?,88,272394,FALSE,0.548,0.532,5,-7.596,1,0.0323,0.186,2.63e-4,0.217,0.405,85.03,4,garage
38003,0BxE4FqsDD1Ot4YuBXwAPp,Arctic Monkeys,Favourite Worst Nightmare,505,88,253586,FALSE,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-5,0.0945,0.248,140.266,4,garage
38004,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,88,161123,FALSE,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-5,0.104,0.8,92.004,4,garage
38006,2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,AM,R U Mine?,83,201726,FALSE,0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,4,garage
38009,2LGdO5MtFdyphi2EihANZG,Arctic Monkeys,AM,Knee Socks,76,257563,FALSE,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,4,garage
38010,0NdTUS4UiNYCNn5FgVqKQY,Arctic Monkeys,AM,Snap Out Of It,80,193030,FALSE,0.728,0.638,5,-6.455,0,0.0336,0.249,0,0.116,0.872,130.014,4,garage
38011,3jfZ9M23l0L7RxzYMTgBTv,Joy Again,Looking Out for You,Looking Out for You,80,179499,FALSE,0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,4,garage
38012,7nzsY8vlnKdvGOEE0rjAXZ,Arctic Monkeys,AM,Arabella,78,207356,FALSE,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-6,0.212,0.506,179.949,4,garage
38013,11jRCxY01k9jvCdUru0EeP,Arctic Monkeys,Body Paint,Body Paint,77,290584,FALSE,0.56,0.313,7,-11.653,0,0.0627,0.567,0,0.0767,0.254,144.745,4,garage
38014,2x8evxqUlF0eRabbW2JBJd,Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,79,183893,FALSE,0.654,0.828,1,-5.377,0,0.0281,0.00146,1.44e-4,0.122,0.79,112.056,4,garage
38017,0yowbJnnbTLpr99f9l1uba,Arctic Monkeys,There’d Better Be A Mirrorball,There’d Better Be A Mirrorball,77,265798,FALSE,0.513,0.369,3,-10.899,1,0.0307,0.634,0.0139,0.186,0.311,72.062,4,garage
38018,2zzLRQ78kKfPTx8FJQCdC2,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",When The Sun Goes Down,76,202133,TRUE,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,4,garage
38024,11iIikXxC6NP0Ma8vMD27x,Vundabar,Gawk,Alien Blues,82,155933,FALSE,0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,4,garage
39150,0oA9wBGDY4uyILLg4GymWP,AnnenMayKantereit;Giant Rooks,Tom's Diner,Tom's Diner,78,269333,FALSE,0.68,0.428,6,-8.107,0,0.135,0.376,3.44e-4,0.355,0.334,98.222,4,german
39156,5YaskwnGDZFDRipaqzbwQx,ATB;Topic;A7S,Your Love (9PM),Your Love (9PM),79,150052,FALSE,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-6,0.115,0.517,125.993,4,german
39158,34xGLuxM0rkxhCVyMSqwJO,Milky Chance,Sadnecessary,Stolen Dance,80,313684,FALSE,0.884,0.581,11,-8.813,1,0.0378,0.427,2.06e-4,0.0759,0.728,114.016,4,german
39408,7nFJSfGvvV0WjatTZN6QYi,Luciano;Aitch;BIA,Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),84,203255,FALSE,0.798,0.806,10,-5.841,1,0.355,0.145,0,0.13,0.82,138.082,4,german
39758,2XRn6Qu0Wd1KvOND8JbaTx,Luciano,Beautiful Girl,Beautiful Girl,78,179186,FALSE,0.839,0.412,11,-8.816,0,0.0935,0.287,7.96e-4,0.101,0.607,139.901,4,german
44103,0lP4HYLmvowOKdsQ7CVkuq,Thirty Seconds To Mars,A Beautiful Lie,The Kill,76,231533,FALSE,0.179,0.912,4,-3.881,0,0.0791,0.0014,2.94e-4,0.582,0.289,182.99,3,grunge
44170,5z6xHjCZr7a7AIcy8sPBKy,Alien Ant Farm,Anthology,Smooth Criminal,76,209266,FALSE,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,4,grunge
47000,2HZLXBOnaSRhXStMLrq9fD,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,244804,FALSE,0.466,0.9,11,-4.469,1,0.0447,2.35e-4,0.00104,0.103,0.561,130.02,4,hard-rock
47003,7o2CTH4ctstm8TNelqjb51,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,354520,TRUE,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4,hard-rock
47004,0nLiqZ6A27jJri2VCalIUs,Metallica,Metallica,Nothing Else Matters,80,388266,FALSE,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-6,0.075,0.158,142.352,3,hard-rock
47007,78lgmZwycJ3nzsdgmPPGNx,Led Zeppelin,Led Zeppelin III (Remaster),Immigrant Song - Remaster,78,146250,FALSE,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,hard-rock
47008,3YBZIN3rekqsKxbJc9FZko,Guns N' Roses,Appetite For Destruction,Paradise City,79,405640,TRUE,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,4,hard-rock
47009,3YRCqOhFifThpSRFJ1VWFM,Guns N' Roses,Use Your Illusion I,November Rain,81,536066,FALSE,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,4,hard-rock
47010,5CQ30WqJwcep0pYcV4AMNc,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Stairway to Heaven - Remaster,79,482830,FALSE,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,4,hard-rock
47011,2zYzyRzz6pRmhPzyfMEC8s,AC/DC,Highway to Hell,Highway to Hell,85,208400,FALSE,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,hard-rock
47012,5sICkBXVmaCQk5aISGR3x1,Metallica,Metallica,Enter Sandman,81,331266,FALSE,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,hard-rock
47013,2MuWTIM3b0YEAskbeeFE1i,Metallica,Master Of Puppets (Remastered),Master Of Puppets,81,515386,FALSE,0.543,0.836,4,-9.11,0,0.0353,6.47e-4,0.431,0.153,0.56,105.173,4,hard-rock
47014,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,Back In Black,Back In Black,85,255493,FALSE,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,hard-rock
47051,4bHsxqR3GMrXTxEPLuK5ue,Journey,Escape (Bonus Track Version),Don't Stop Believin',83,250986,FALSE,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,4,hard-rock
47053,2N2yrmodOnVF10mKvItC9P,Guns N' Roses,Use Your Illusion I,Don't Cry (Original),78,283733,FALSE,0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,4,hard-rock
47057,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,Led Zeppelin II (1994 Remaster),Whole Lotta Love - 1990 Remaster,77,333893,FALSE,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,4,hard-rock
47058,0bVtevEgtDIeRjCJbK3Lmv,Guns N' Roses,Appetite For Destruction,Welcome To The Jungle,80,272026,TRUE,0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,4,hard-rock
47059,7LRMbd3LEoV5wZJvXT1Lwb,AC/DC,High Voltage,T.N.T.,78,214666,FALSE,0.754,0.759,9,-5.218,1,0.302,0.153,1.08e-4,0.101,0.435,126.366,4,hard-rock
47103,6lEuFGrUqR9Yc6hSsHPnYP,Aerosmith,I Don't Want To Miss A Thing EP,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",76,299760,FALSE,0.39,0.649,2,-5.163,1,0.0345,0.172,0,0.216,0.144,121.16,4,hard-rock
47150,6zeE5tKyr8Nu882DQhhSQI,Kansas,Point Of Know Return (Expanded Edition),Dust in the Wind,78,206266,FALSE,0.475,0.322,7,-10.687,1,0.0283,0.367,5.6e-4,0.11,0.387,93.503,4,hard-rock
47151,1JLn8RhQzHz3qDqsChcmBl,Foreigner,Agent Provocateur,I Want to Know What Love Is - 1999 Remaster,79,304786,FALSE,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-6,0.131,0.423,81.204,4,hard-rock
47210,4DMKwE2E2iYDKY01C335Uw,Kansas,Leftoverture (Expanded Edition),Carry on Wayward Son,76,323000,FALSE,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-5,0.446,0.793,126.755,4,hard-rock
47225,7N3PAbqfTjSEU1edb2tY8j,Van Halen,1984 (Remastered),Jump - 2015 Remaster,78,241599,FALSE,0.572,0.835,0,-6.219,1,0.0317,0.171,3.77e-4,0.0702,0.795,129.981,4,hard-rock
48003,7KwZNVEaqikRSBSpyhXK2j,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),Hypnotize - 2014 Remaster,80,229826,TRUE,0.901,0.697,9,-3.439,1,0.28,0.145,0,0.287,0.67,93.941,4,hardcore
48006,2g8HN35AnVGIk7B8yMucww,The Notorious B.I.G.,Ready to Die (The Remaster),Big Poppa - 2005 Remaster,79,252746,TRUE,0.78,0.575,9,-7.247,0,0.273,0.43,0,0.143,0.773,84.492,4,hardcore
48067,33ZXjLCpiINn8eQIDYEPTD,Mobb Deep,The Infamous,"Shook Ones, Pt. II",76,325506,TRUE,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,4,hardcore
48076,5ByAIlEEnxYdvpnezg7HTX,The Notorious B.I.G.,Ready to Die (The Remaster),Juicy - 2005 Remaster,76,302760,TRUE,0.889,0.818,9,-4.639,1,0.253,0.47,0,0.179,0.782,96.063,4,hardcore
51000,1aL9518P5G72N92b48tuKw,AP Dhillon,Summer High,Summer High,83,177391,FALSE,0.86,0.541,1,-6.51,0,0.0325,0.165,0.163,0.0663,0.952,114.984,4,hip-hop
51002,42TMa2hgBNjte4uV7jNCnQ,Shubh;Ikky,Baller,Baller,82,148188,FALSE,0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,4,hip-hop
51004,5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),STAY (with Justin Bieber),89,141805,TRUE,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4,hip-hop
51008,2AilvPt1AQ8PixlCKqkjfj,Shubh,Elevated,Elevated,76,200658,TRUE,0.828,0.533,6,-5.779,0,0.091,0.214,2.8e-5,0.307,0.605,93.021,4,hip-hop
51010,29m79w9xPMH4YCD6r8JSmV,AP Dhillon;Gurinder Gill;Intense,Excuses,Excuses,82,176232,FALSE,0.837,0.717,5,-7.749,0,0.0822,0.0842,0,0.149,0.494,94.984,4,hip-hop
51011,6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,We Rollin,We Rollin,79,199205,TRUE,0.82,0.504,4,-9.113,0,0.141,0.261,7e-6,0.104,0.275,85.016,4,hip-hop
51016,58f4twRnbZOOVUhMUpplJ4,AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,Brown Munde,Brown Munde,76,254400,FALSE,0.854,0.611,8,-6.26,0,0.0864,0.223,0,0.119,0.417,100.024,4,hip-hop
51022,0yCWDaAgOtg6TKlNCg9rwA,King,The Carnival,Tu Aake Dekhle,81,270000,FALSE,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,4,hip-hop
51023,7B4uYqxTpTOS1sgxFB9Ann,Sidhu Moose Wala,The Last Ride,The Last Ride,77,262247,FALSE,0.792,0.647,10,-5.447,0,0.334,0.0299,0,0.119,0.638,89.029,4,hip-hop
51025,60YICjIPdL7LDBcCMK0tAk,Sidhu Moose Wala;Sunny Malton;The Kidd,Levels,Levels,76,228705,TRUE,0.592,0.728,2,-6.098,1,0.311,0.00148,0,0.379,0.577,113.17,5,hip-hop
51027,5pcmtf1lwrMqmAWWm248fY,AP Dhillon;Gurinder Gill,HIDDEN GEMS,DESIRES,76,168000,FALSE,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,4,hip-hop
51028,5W7DOVGQLTigu09afW7QMT,Sidhu Moose Wala,Moosetape,295,78,270000,FALSE,0.557,0.794,11,-5.698,0,0.2,0.179,0,0.106,0.432,91.366,4,hip-hop
51045,6yvxu91deFKt3X1QoV6qMv,Anirudh Ravichander;Jonita Gandhi,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",76,279677,FALSE,0.608,0.757,2,-6.945,1,0.164,0.259,0.00216,0.259,0.625,124.078,4,hip-hop
51050,27NovPIUIRrOZoCHxABJwK,Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),86,212000,TRUE,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4,hip-hop
51051,0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,MONTERO,THATS WHAT I WANT,87,143901,TRUE,0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,4,hip-hop
51060,27ZZdyTSQWI7Cug2d2PkqV,Armani White,BILLIE EILISH.,BILLIE EILISH.,89,99282,TRUE,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-6,0.0937,0.765,100.007,4,hip-hop
51102,5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,YOU,It's You,80,212606,FALSE,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,4,hip-hop
51128,1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),83,137704,TRUE,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,4,hip-hop
51200,0VgkVdmE4gld66l8iyGjgx,Future,FUTURE,Mask Off,83,204600,TRUE,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4,hip-hop
51203,3F5CgOj3wFlRv51JsHbxhe,Drake;21 Savage,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),91,218364,TRUE,0.529,0.673,0,-4.711,1,0.175,3.07e-4,2.41e-6,0.093,0.366,165.921,4,hip-hop
51216,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Marshall Mathers LP,The Real Slim Shady,87,284200,TRUE,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4,hip-hop
51250,6DCZcSspjsKoFjzjrWoCdn,Drake,Scorpion,God's Plan,84,198973,TRUE,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-5,0.552,0.357,77.169,4,hip-hop
51251,0F7FA14euOIX8KcbEturGH,Lil Nas X,7 EP,Old Town Road,77,113000,FALSE,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-6,0.101,0.507,135.998,4,hip-hop
51259,38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),90,210575,TRUE,0.637,0.715,2,-4.971,0,0.0455,0.148,0,0.0892,0.308,141.872,4,hip-hop
51261,7GNRUsU3M4XNDDB9xle5Dz,PSY;SUGA,PSY 9th,That That (prod. & feat. SUGA of BTS),81,174646,FALSE,0.905,0.962,4,-3.197,1,0.0856,0.0299,0,0.0272,0.906,129.969,4,hip-hop
51277,4xkOaSrkexMciUUogZKVTS,Eminem;Nate Dogg,The Eminem Show,Till I Collapse,86,297786,TRUE,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,4,hip-hop
51301,3UmaczJpikHgJFyBTAJVoz,Eminem;Dido,The Marshall Mathers LP,Stan,85,404106,TRUE,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-6,0.518,0.507,80.063,4,hip-hop
51303,5uEYRdEIh9Bo4fpjDd4Na9,Travis Scott;HVME,Goosebumps (Remix),Goosebumps - Remix,81,162802,TRUE,0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,4,hip-hop
51320,7FIWs0pqAYbP91WWM0vlTQ,Eminem;Juice WRLD,Music To Be Murdered By,Godzilla (feat. Juice WRLD),83,210800,TRUE,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4,hip-hop
51350,3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar;SZA,Black Panther The Album Music From And Inspired By,All The Stars (with SZA),83,232186,TRUE,0.698,0.633,8,-4.946,1,0.0597,0.0605,1.94e-4,0.0926,0.552,96.924,4,hip-hop
51352,1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,About Damn Time,89,191822,TRUE,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4,hip-hop
51369,7Ie9W94M7OjPoZVV216Xus,Eminem,Recovery,Not Afraid,81,248133,TRUE,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,5,hip-hop
51401,15JINEqzVMv3SvJTAXAKED,Eminem;Rihanna,Recovery,Love The Way You Lie,83,263373,TRUE,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,4,hip-hop
51402,4cacyP5c3PMlfnyjpg13xW,Yung Gravy,Betty (Get Money),Betty (Get Money),87,146470,FALSE,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-5,0.367,0.58,102.004,4,hip-hop
51414,4P0r0yO7HNPvOra7BHGixH,VTORNIK;Phonk,Money Rain (Phonk Remix),Money Rain - Phonk Remix,77,150941,TRUE,0.936,0.791,6,-3.605,1,0.235,0.355,0.00628,0.168,0.746,102.02,4,hip-hop
51450,68Dni7IE4VyPkTOH9mRWHr,J. Cole,2014 Forest Hills Drive,No Role Modelz,88,292799,TRUE,0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,4,hip-hop
51453,3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,82,175720,TRUE,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-6,0.21,0.0605,76.469,4,hip-hop
51463,2YpeDb67231RjR0MgVLzsG,Lil Nas X;Billy Ray Cyrus,7 EP,Old Town Road - Remix,79,157066,FALSE,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4,hip-hop
51500,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,DAMN.,HUMBLE.,84,177000,TRUE,0.908,0.621,1,-6.638,0,0.102,2.82e-4,5.39e-5,0.0958,0.421,150.011,4,hip-hop
